Sample Name	Protocol REF	Performer	Extract Name	Characteristics[extract type]	Protocol REF	Parameter Value[instrument]	Parameter Value[pulse_sequence]	Parameter Value[acquisition_mode]	Performer	Raw Data File
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_5-30
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_5-28
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_5-3
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_5-20
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_5-9
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_5-13
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_5-17
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_5-24
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_5-26
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_5-34
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_5-7
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_21-24
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_21-3
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_21-5
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_21-30
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_21-32
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_21-11
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_21-7
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_21-13
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_21-9
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_21-20
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_21-28
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_21-34
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_21-26
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_21-17
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_21-22
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_21-15
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_22-32
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_22-13
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_22-7
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_22-26
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_22-3
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_22-34
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_22-22
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_22-28
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_22-17
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_22-11
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_22-9
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_22-30
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_22-15
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_22-24
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_22-5
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_22-20
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_23-20
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_23-9
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_23-26
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_23-3
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_23-15
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_23-32
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_23-13
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_23-17
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_23-30
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_23-34
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_23-11
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_23-28
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_23-5
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_23-24
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_23-7
GRP-control.SBJ-006.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_23-22
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_0-30
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_0-3
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_0-22
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_0-28
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_0-34
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_0-7
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_0-20
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_0-15
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_0-11
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_0-24
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_0-5
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_0-26
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_0-9
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_0-13
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_0-32
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_0-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_0-17
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_1-32
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_1-13
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_1-11
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_1-15
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_1-7
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_1-20
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_1-28
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_1-22
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_1-9
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_1-30
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_1-24
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_1-17
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_1-5
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_1-34
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_1-26
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_1-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_1-3
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_2-13
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_2-15
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_2-32
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_2-30
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_2-22
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_2-24
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_2-9
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_2-5
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_2-11
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_2-26
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_2-17
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_2-7
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_2-3
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_2-28
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_2-20
GRP-control.SBJ-007.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_2-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_2-34
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_18-7
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_18-24
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_18-34
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_18-5
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_18-32
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_18-15
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_18-9
GRP-control.SBJ-008.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_18-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_18-17
