Sample Name	Protocol REF	Performer	Extract Name	Characteristics[extract type]	Protocol REF	Performer	Labeled Extract Name	Protocol REF	Parameter Value[instrument]	Parameter Value[injection_mode]	Parameter Value[acquisition_mode]	MS Assay Name	Performer	Raw Data File	Raw Data File
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_10-1	polar fraction	labelling	Ellipsis	labelled extract_10-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_10-7	Ellipsis	raw spectral data file_10-9	raw spectral data file_10-9
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-1	polar fraction	labelling	Ellipsis	labelled extract_11-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_11-4	Ellipsis	raw spectral data file_11-6	raw spectral data file_11-6
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-30	lipids	labelling	Ellipsis	labelled extract_11-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_11-50	Ellipsis	raw spectral data file_11-52	raw spectral data file_11-52
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-30	lipids	labelling	Ellipsis	labelled extract_11-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_11-36	Ellipsis	raw spectral data file_11-38	raw spectral data file_11-38
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-30	lipids	labelling	Ellipsis	labelled extract_11-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_11-56	Ellipsis	raw spectral data file_11-58	raw spectral data file_11-58
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-1	polar fraction	labelling	Ellipsis	labelled extract_11-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_11-13	Ellipsis	raw spectral data file_11-15	raw spectral data file_11-15
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-1	polar fraction	labelling	Ellipsis	labelled extract_11-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_11-10	Ellipsis	raw spectral data file_11-12	raw spectral data file_11-12
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-1	polar fraction	labelling	Ellipsis	labelled extract_11-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_11-24	Ellipsis	raw spectral data file_11-26	raw spectral data file_11-26
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-30	lipids	labelling	Ellipsis	labelled extract_11-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_11-42	Ellipsis	raw spectral data file_11-44	raw spectral data file_11-44
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-1	polar fraction	labelling	Ellipsis	labelled extract_11-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_11-7	Ellipsis	raw spectral data file_11-9	raw spectral data file_11-9
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-30	lipids	labelling	Ellipsis	labelled extract_11-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_11-39	Ellipsis	raw spectral data file_11-41	raw spectral data file_11-41
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-30	lipids	labelling	Ellipsis	labelled extract_11-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_11-53	Ellipsis	raw spectral data file_11-55	raw spectral data file_11-55
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-1	polar fraction	labelling	Ellipsis	labelled extract_11-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_11-27	Ellipsis	raw spectral data file_11-29	raw spectral data file_11-29
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-1	polar fraction	labelling	Ellipsis	labelled extract_11-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_11-18	Ellipsis	raw spectral data file_11-20	raw spectral data file_11-20
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-30	lipids	labelling	Ellipsis	labelled extract_11-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_11-33	Ellipsis	raw spectral data file_11-35	raw spectral data file_11-35
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-30	lipids	labelling	Ellipsis	labelled extract_11-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_11-47	Ellipsis	raw spectral data file_11-49	raw spectral data file_11-49
GRP-treatment.SBJ-004.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_11-1	polar fraction	labelling	Ellipsis	labelled extract_11-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_11-21	Ellipsis	raw spectral data file_11-23	raw spectral data file_11-23
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-30	lipids	labelling	Ellipsis	labelled extract_21-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_21-50	Ellipsis	raw spectral data file_21-52	raw spectral data file_21-52
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-30	lipids	labelling	Ellipsis	labelled extract_21-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_21-42	Ellipsis	raw spectral data file_21-44	raw spectral data file_21-44
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-30	lipids	labelling	Ellipsis	labelled extract_21-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_21-33	Ellipsis	raw spectral data file_21-35	raw spectral data file_21-35
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-30	lipids	labelling	Ellipsis	labelled extract_21-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_21-56	Ellipsis	raw spectral data file_21-58	raw spectral data file_21-58
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	polar fraction	labelling	Ellipsis	labelled extract_21-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_21-13	Ellipsis	raw spectral data file_21-15	raw spectral data file_21-15
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	polar fraction	labelling	Ellipsis	labelled extract_21-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_21-24	Ellipsis	raw spectral data file_21-26	raw spectral data file_21-26
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-30	lipids	labelling	Ellipsis	labelled extract_21-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_21-36	Ellipsis	raw spectral data file_21-38	raw spectral data file_21-38
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	polar fraction	labelling	Ellipsis	labelled extract_21-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_21-4	Ellipsis	raw spectral data file_21-6	raw spectral data file_21-6
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-30	lipids	labelling	Ellipsis	labelled extract_21-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_21-53	Ellipsis	raw spectral data file_21-55	raw spectral data file_21-55
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	polar fraction	labelling	Ellipsis	labelled extract_21-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_21-10	Ellipsis	raw spectral data file_21-12	raw spectral data file_21-12
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-30	lipids	labelling	Ellipsis	labelled extract_21-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_21-47	Ellipsis	raw spectral data file_21-49	raw spectral data file_21-49
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	polar fraction	labelling	Ellipsis	labelled extract_21-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_21-7	Ellipsis	raw spectral data file_21-9	raw spectral data file_21-9
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	polar fraction	labelling	Ellipsis	labelled extract_21-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_21-18	Ellipsis	raw spectral data file_21-20	raw spectral data file_21-20
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	polar fraction	labelling	Ellipsis	labelled extract_21-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_21-21	Ellipsis	raw spectral data file_21-23	raw spectral data file_21-23
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-30	lipids	labelling	Ellipsis	labelled extract_21-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_21-39	Ellipsis	raw spectral data file_21-41	raw spectral data file_21-41
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_21-1	polar fraction	labelling	Ellipsis	labelled extract_21-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_21-27	Ellipsis	raw spectral data file_21-29	raw spectral data file_21-29
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-30	lipids	labelling	Ellipsis	labelled extract_22-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_22-39	Ellipsis	raw spectral data file_22-41	raw spectral data file_22-41
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	polar fraction	labelling	Ellipsis	labelled extract_22-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_22-7	Ellipsis	raw spectral data file_22-9	raw spectral data file_22-9
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	polar fraction	labelling	Ellipsis	labelled extract_22-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_22-27	Ellipsis	raw spectral data file_22-29	raw spectral data file_22-29
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	polar fraction	labelling	Ellipsis	labelled extract_22-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_22-13	Ellipsis	raw spectral data file_22-15	raw spectral data file_22-15
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	polar fraction	labelling	Ellipsis	labelled extract_22-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_22-18	Ellipsis	raw spectral data file_22-20	raw spectral data file_22-20
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	polar fraction	labelling	Ellipsis	labelled extract_22-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_22-24	Ellipsis	raw spectral data file_22-26	raw spectral data file_22-26
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	polar fraction	labelling	Ellipsis	labelled extract_22-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_22-4	Ellipsis	raw spectral data file_22-6	raw spectral data file_22-6
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-30	lipids	labelling	Ellipsis	labelled extract_22-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_22-42	Ellipsis	raw spectral data file_22-44	raw spectral data file_22-44
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-30	lipids	labelling	Ellipsis	labelled extract_22-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_22-53	Ellipsis	raw spectral data file_22-55	raw spectral data file_22-55
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-30	lipids	labelling	Ellipsis	labelled extract_22-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_22-56	Ellipsis	raw spectral data file_22-58	raw spectral data file_22-58
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-30	lipids	labelling	Ellipsis	labelled extract_22-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_22-50	Ellipsis	raw spectral data file_22-52	raw spectral data file_22-52
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-30	lipids	labelling	Ellipsis	labelled extract_22-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_22-33	Ellipsis	raw spectral data file_22-35	raw spectral data file_22-35
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	polar fraction	labelling	Ellipsis	labelled extract_22-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_22-10	Ellipsis	raw spectral data file_22-12	raw spectral data file_22-12
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-30	lipids	labelling	Ellipsis	labelled extract_22-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_22-36	Ellipsis	raw spectral data file_22-38	raw spectral data file_22-38
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-1	polar fraction	labelling	Ellipsis	labelled extract_22-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_22-21	Ellipsis	raw spectral data file_22-23	raw spectral data file_22-23
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_22-30	lipids	labelling	Ellipsis	labelled extract_22-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_22-47	Ellipsis	raw spectral data file_22-49	raw spectral data file_22-49
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	polar fraction	labelling	Ellipsis	labelled extract_23-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_23-4	Ellipsis	raw spectral data file_23-6	raw spectral data file_23-6
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	polar fraction	labelling	Ellipsis	labelled extract_23-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_23-21	Ellipsis	raw spectral data file_23-23	raw spectral data file_23-23
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	polar fraction	labelling	Ellipsis	labelled extract_23-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_23-27	Ellipsis	raw spectral data file_23-29	raw spectral data file_23-29
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	polar fraction	labelling	Ellipsis	labelled extract_23-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_23-13	Ellipsis	raw spectral data file_23-15	raw spectral data file_23-15
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-30	lipids	labelling	Ellipsis	labelled extract_23-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_23-42	Ellipsis	raw spectral data file_23-44	raw spectral data file_23-44
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	polar fraction	labelling	Ellipsis	labelled extract_23-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_23-10	Ellipsis	raw spectral data file_23-12	raw spectral data file_23-12
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	polar fraction	labelling	Ellipsis	labelled extract_23-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_23-24	Ellipsis	raw spectral data file_23-26	raw spectral data file_23-26
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-30	lipids	labelling	Ellipsis	labelled extract_23-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_23-36	Ellipsis	raw spectral data file_23-38	raw spectral data file_23-38
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	polar fraction	labelling	Ellipsis	labelled extract_23-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_23-7	Ellipsis	raw spectral data file_23-9	raw spectral data file_23-9
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-30	lipids	labelling	Ellipsis	labelled extract_23-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_23-47	Ellipsis	raw spectral data file_23-49	raw spectral data file_23-49
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-1	polar fraction	labelling	Ellipsis	labelled extract_23-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_23-18	Ellipsis	raw spectral data file_23-20	raw spectral data file_23-20
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-30	lipids	labelling	Ellipsis	labelled extract_23-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_23-39	Ellipsis	raw spectral data file_23-41	raw spectral data file_23-41
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-30	lipids	labelling	Ellipsis	labelled extract_23-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_23-50	Ellipsis	raw spectral data file_23-52	raw spectral data file_23-52
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-30	lipids	labelling	Ellipsis	labelled extract_23-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_23-53	Ellipsis	raw spectral data file_23-55	raw spectral data file_23-55
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-30	lipids	labelling	Ellipsis	labelled extract_23-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_23-56	Ellipsis	raw spectral data file_23-58	raw spectral data file_23-58
GRP-treatment.SBJ-005.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_23-30	lipids	labelling	Ellipsis	labelled extract_23-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_23-33	Ellipsis	raw spectral data file_23-35	raw spectral data file_23-35
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-53	Ellipsis	raw spectral data file_6-55	raw spectral data file_6-55
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-50	Ellipsis	raw spectral data file_6-52	raw spectral data file_6-52
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-33	Ellipsis	raw spectral data file_6-35	raw spectral data file_6-35
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-18	Ellipsis	raw spectral data file_6-20	raw spectral data file_6-20
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-7	Ellipsis	raw spectral data file_6-9	raw spectral data file_6-9
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-24	Ellipsis	raw spectral data file_6-26	raw spectral data file_6-26
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-21	Ellipsis	raw spectral data file_6-23	raw spectral data file_6-23
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-27	Ellipsis	raw spectral data file_6-29	raw spectral data file_6-29
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-4	Ellipsis	raw spectral data file_6-6	raw spectral data file_6-6
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-47	Ellipsis	raw spectral data file_6-49	raw spectral data file_6-49
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-39	Ellipsis	raw spectral data file_6-41	raw spectral data file_6-41
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-36	Ellipsis	raw spectral data file_6-38	raw spectral data file_6-38
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-56	Ellipsis	raw spectral data file_6-58	raw spectral data file_6-58
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-13	Ellipsis	raw spectral data file_6-15	raw spectral data file_6-15
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-42	Ellipsis	raw spectral data file_6-44	raw spectral data file_6-44
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-10	Ellipsis	raw spectral data file_6-12	raw spectral data file_6-12
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	polar fraction	labelling	Ellipsis	labelled extract_7-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_7-4	Ellipsis	raw spectral data file_7-6	raw spectral data file_7-6
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-30	lipids	labelling	Ellipsis	labelled extract_7-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_7-53	Ellipsis	raw spectral data file_7-55	raw spectral data file_7-55
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-30	lipids	labelling	Ellipsis	labelled extract_7-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_7-47	Ellipsis	raw spectral data file_7-49	raw spectral data file_7-49
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	polar fraction	labelling	Ellipsis	labelled extract_7-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_7-27	Ellipsis	raw spectral data file_7-29	raw spectral data file_7-29
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	polar fraction	labelling	Ellipsis	labelled extract_7-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_7-24	Ellipsis	raw spectral data file_7-26	raw spectral data file_7-26
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	polar fraction	labelling	Ellipsis	labelled extract_7-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_7-7	Ellipsis	raw spectral data file_7-9	raw spectral data file_7-9
GRP-treatment.SBJ-006.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-30	lipids	labelling	Ellipsis	labelled extract_7-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_7-36	Ellipsis	raw spectral data file_7-38	raw spectral data file_7-38
