Sample Name	Protocol REF	Performer	Extract Name	Characteristics[extract type]	Protocol REF	Performer	Labeled Extract Name	Label	Protocol REF	Parameter Value[instrument]	Parameter Value[injection_mode]	Parameter Value[acquisition_mode]	MS Assay Name	Performer	Raw Spectral Data File
GRP2_SBJ4_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S36-Extract-R1	polar fraction	labeling	Unknown	AT0-S36-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S36-mass-spectrometry-Acquisition-R2	Unknown	AT0-S36-raw-spectral-data-file-R2
GRP2_SBJ4_A1E5_SMP-blood-1	extraction	Unknown	AT0-S41-Extract-R1	polar fraction	labeling	Unknown	AT0-S41-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S41-mass-spectrometry-Acquisition-R3	Unknown	AT0-S41-raw-spectral-data-file-R3
GRP2_SBJ4_A1E5_SMP-blood-1	extraction	Unknown	AT0-S41-Extract-R1	polar fraction	labeling	Unknown	AT0-S41-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S41-mass-spectrometry-Acquisition-R1	Unknown	AT0-S41-raw-spectral-data-file-R1
GRP2_SBJ4_A1E5_SMP-blood-1	extraction	Unknown	AT0-S41-Extract-R1	polar fraction	labeling	Unknown	AT0-S41-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S41-mass-spectrometry-Acquisition-R4	Unknown	AT0-S41-raw-spectral-data-file-R4
GRP2_SBJ4_A1E5_SMP-blood-1	extraction	Unknown	AT0-S41-Extract-R1	polar fraction	labeling	Unknown	AT0-S41-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S41-mass-spectrometry-Acquisition-R2	Unknown	AT0-S41-raw-spectral-data-file-R2
GRP2_SBJ4_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S46-Extract-R1	polar fraction	labeling	Unknown	AT0-S46-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S46-mass-spectrometry-Acquisition-R3	Unknown	AT0-S46-raw-spectral-data-file-R3
GRP2_SBJ4_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S46-Extract-R1	polar fraction	labeling	Unknown	AT0-S46-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S46-mass-spectrometry-Acquisition-R2	Unknown	AT0-S46-raw-spectral-data-file-R2
GRP2_SBJ4_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S46-Extract-R1	polar fraction	labeling	Unknown	AT0-S46-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S46-mass-spectrometry-Acquisition-R1	Unknown	AT0-S46-raw-spectral-data-file-R1
GRP2_SBJ4_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S46-Extract-R1	polar fraction	labeling	Unknown	AT0-S46-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S46-mass-spectrometry-Acquisition-R4	Unknown	AT0-S46-raw-spectral-data-file-R4
GRP2_SBJ5_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S30-Extract-R1	polar fraction	labeling	Unknown	AT0-S30-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S30-mass-spectrometry-Acquisition-R3	Unknown	AT0-S30-raw-spectral-data-file-R3
GRP2_SBJ5_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S30-Extract-R1	polar fraction	labeling	Unknown	AT0-S30-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S30-mass-spectrometry-Acquisition-R1	Unknown	AT0-S30-raw-spectral-data-file-R1
GRP2_SBJ5_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S30-Extract-R1	polar fraction	labeling	Unknown	AT0-S30-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S30-mass-spectrometry-Acquisition-R2	Unknown	AT0-S30-raw-spectral-data-file-R2
GRP2_SBJ5_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S30-Extract-R1	polar fraction	labeling	Unknown	AT0-S30-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S30-mass-spectrometry-Acquisition-R4	Unknown	AT0-S30-raw-spectral-data-file-R4
GRP2_SBJ5_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S35-Extract-R1	polar fraction	labeling	Unknown	AT0-S35-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S35-mass-spectrometry-Acquisition-R1	Unknown	AT0-S35-raw-spectral-data-file-R1
GRP2_SBJ5_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S35-Extract-R1	polar fraction	labeling	Unknown	AT0-S35-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S35-mass-spectrometry-Acquisition-R2	Unknown	AT0-S35-raw-spectral-data-file-R2
GRP2_SBJ5_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S35-Extract-R1	polar fraction	labeling	Unknown	AT0-S35-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S35-mass-spectrometry-Acquisition-R4	Unknown	AT0-S35-raw-spectral-data-file-R4
GRP2_SBJ5_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S35-Extract-R1	polar fraction	labeling	Unknown	AT0-S35-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S35-mass-spectrometry-Acquisition-R3	Unknown	AT0-S35-raw-spectral-data-file-R3
GRP2_SBJ5_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S40-Extract-R1	polar fraction	labeling	Unknown	AT0-S40-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S40-mass-spectrometry-Acquisition-R2	Unknown	AT0-S40-raw-spectral-data-file-R2
GRP2_SBJ5_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S40-Extract-R1	polar fraction	labeling	Unknown	AT0-S40-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S40-mass-spectrometry-Acquisition-R3	Unknown	AT0-S40-raw-spectral-data-file-R3
GRP2_SBJ5_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S40-Extract-R1	polar fraction	labeling	Unknown	AT0-S40-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S40-mass-spectrometry-Acquisition-R1	Unknown	AT0-S40-raw-spectral-data-file-R1
GRP2_SBJ5_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S40-Extract-R1	polar fraction	labeling	Unknown	AT0-S40-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S40-mass-spectrometry-Acquisition-R4	Unknown	AT0-S40-raw-spectral-data-file-R4
GRP2_SBJ5_A1E5_SMP-blood-1	extraction	Unknown	AT0-S45-Extract-R1	polar fraction	labeling	Unknown	AT0-S45-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S45-mass-spectrometry-Acquisition-R1	Unknown	AT0-S45-raw-spectral-data-file-R1
GRP2_SBJ5_A1E5_SMP-blood-1	extraction	Unknown	AT0-S45-Extract-R1	polar fraction	labeling	Unknown	AT0-S45-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S45-mass-spectrometry-Acquisition-R4	Unknown	AT0-S45-raw-spectral-data-file-R4
GRP2_SBJ5_A1E5_SMP-blood-1	extraction	Unknown	AT0-S45-Extract-R1	polar fraction	labeling	Unknown	AT0-S45-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S45-mass-spectrometry-Acquisition-R2	Unknown	AT0-S45-raw-spectral-data-file-R2
GRP2_SBJ5_A1E5_SMP-blood-1	extraction	Unknown	AT0-S45-Extract-R1	polar fraction	labeling	Unknown	AT0-S45-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S45-mass-spectrometry-Acquisition-R3	Unknown	AT0-S45-raw-spectral-data-file-R3
GRP2_SBJ5_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S50-Extract-R1	polar fraction	labeling	Unknown	AT0-S50-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S50-mass-spectrometry-Acquisition-R3	Unknown	AT0-S50-raw-spectral-data-file-R3
GRP2_SBJ5_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S50-Extract-R1	polar fraction	labeling	Unknown	AT0-S50-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S50-mass-spectrometry-Acquisition-R4	Unknown	AT0-S50-raw-spectral-data-file-R4
GRP2_SBJ5_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S50-Extract-R1	polar fraction	labeling	Unknown	AT0-S50-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S50-mass-spectrometry-Acquisition-R1	Unknown	AT0-S50-raw-spectral-data-file-R1
GRP2_SBJ5_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S50-Extract-R1	polar fraction	labeling	Unknown	AT0-S50-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S50-mass-spectrometry-Acquisition-R2	Unknown	AT0-S50-raw-spectral-data-file-R2
GRP3_SBJ1_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S51-Extract-R1	polar fraction	labeling	Unknown	AT0-S51-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S51-mass-spectrometry-Acquisition-R1	Unknown	AT0-S51-raw-spectral-data-file-R1
GRP3_SBJ1_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S51-Extract-R1	polar fraction	labeling	Unknown	AT0-S51-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S51-mass-spectrometry-Acquisition-R3	Unknown	AT0-S51-raw-spectral-data-file-R3
GRP3_SBJ1_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S51-Extract-R1	polar fraction	labeling	Unknown	AT0-S51-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S51-mass-spectrometry-Acquisition-R4	Unknown	AT0-S51-raw-spectral-data-file-R4
GRP3_SBJ1_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S51-Extract-R1	polar fraction	labeling	Unknown	AT0-S51-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S51-mass-spectrometry-Acquisition-R2	Unknown	AT0-S51-raw-spectral-data-file-R2
GRP3_SBJ1_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S56-Extract-R1	polar fraction	labeling	Unknown	AT0-S56-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S56-mass-spectrometry-Acquisition-R4	Unknown	AT0-S56-raw-spectral-data-file-R4
GRP3_SBJ1_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S56-Extract-R1	polar fraction	labeling	Unknown	AT0-S56-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S56-mass-spectrometry-Acquisition-R2	Unknown	AT0-S56-raw-spectral-data-file-R2
GRP3_SBJ1_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S56-Extract-R1	polar fraction	labeling	Unknown	AT0-S56-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S56-mass-spectrometry-Acquisition-R3	Unknown	AT0-S56-raw-spectral-data-file-R3
GRP3_SBJ1_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S56-Extract-R1	polar fraction	labeling	Unknown	AT0-S56-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S56-mass-spectrometry-Acquisition-R1	Unknown	AT0-S56-raw-spectral-data-file-R1
GRP3_SBJ1_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S61-Extract-R1	polar fraction	labeling	Unknown	AT0-S61-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S61-mass-spectrometry-Acquisition-R4	Unknown	AT0-S61-raw-spectral-data-file-R4
GRP3_SBJ1_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S61-Extract-R1	polar fraction	labeling	Unknown	AT0-S61-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S61-mass-spectrometry-Acquisition-R3	Unknown	AT0-S61-raw-spectral-data-file-R3
GRP3_SBJ1_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S61-Extract-R1	polar fraction	labeling	Unknown	AT0-S61-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S61-mass-spectrometry-Acquisition-R2	Unknown	AT0-S61-raw-spectral-data-file-R2
GRP3_SBJ1_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S61-Extract-R1	polar fraction	labeling	Unknown	AT0-S61-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S61-mass-spectrometry-Acquisition-R1	Unknown	AT0-S61-raw-spectral-data-file-R1
GRP3_SBJ1_A3E5_SMP-blood-1	extraction	Unknown	AT0-S66-Extract-R1	polar fraction	labeling	Unknown	AT0-S66-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S66-mass-spectrometry-Acquisition-R2	Unknown	AT0-S66-raw-spectral-data-file-R2
GRP3_SBJ1_A3E5_SMP-blood-1	extraction	Unknown	AT0-S66-Extract-R1	polar fraction	labeling	Unknown	AT0-S66-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S66-mass-spectrometry-Acquisition-R4	Unknown	AT0-S66-raw-spectral-data-file-R4
GRP3_SBJ1_A3E5_SMP-blood-1	extraction	Unknown	AT0-S66-Extract-R1	polar fraction	labeling	Unknown	AT0-S66-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S66-mass-spectrometry-Acquisition-R3	Unknown	AT0-S66-raw-spectral-data-file-R3
GRP3_SBJ1_A3E5_SMP-blood-1	extraction	Unknown	AT0-S66-Extract-R1	polar fraction	labeling	Unknown	AT0-S66-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S66-mass-spectrometry-Acquisition-R1	Unknown	AT0-S66-raw-spectral-data-file-R1
GRP3_SBJ1_A3E5_SMP-blood-2	extraction	Unknown	AT0-S67-Extract-R1	polar fraction	labeling	Unknown	AT0-S67-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S67-mass-spectrometry-Acquisition-R4	Unknown	AT0-S67-raw-spectral-data-file-R4
GRP3_SBJ1_A3E5_SMP-blood-2	extraction	Unknown	AT0-S67-Extract-R1	polar fraction	labeling	Unknown	AT0-S67-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S67-mass-spectrometry-Acquisition-R2	Unknown	AT0-S67-raw-spectral-data-file-R2
GRP3_SBJ1_A3E5_SMP-blood-2	extraction	Unknown	AT0-S67-Extract-R1	polar fraction	labeling	Unknown	AT0-S67-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S67-mass-spectrometry-Acquisition-R3	Unknown	AT0-S67-raw-spectral-data-file-R3
GRP3_SBJ1_A3E5_SMP-blood-2	extraction	Unknown	AT0-S67-Extract-R1	polar fraction	labeling	Unknown	AT0-S67-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S67-mass-spectrometry-Acquisition-R1	Unknown	AT0-S67-raw-spectral-data-file-R1
GRP3_SBJ1_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S76-Extract-R1	polar fraction	labeling	Unknown	AT0-S76-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S76-mass-spectrometry-Acquisition-R3	Unknown	AT0-S76-raw-spectral-data-file-R3
GRP3_SBJ1_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S76-Extract-R1	polar fraction	labeling	Unknown	AT0-S76-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S76-mass-spectrometry-Acquisition-R2	Unknown	AT0-S76-raw-spectral-data-file-R2
GRP3_SBJ1_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S76-Extract-R1	polar fraction	labeling	Unknown	AT0-S76-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S76-mass-spectrometry-Acquisition-R4	Unknown	AT0-S76-raw-spectral-data-file-R4
GRP3_SBJ1_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S76-Extract-R1	polar fraction	labeling	Unknown	AT0-S76-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S76-mass-spectrometry-Acquisition-R1	Unknown	AT0-S76-raw-spectral-data-file-R1
GRP3_SBJ2_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S54-Extract-R1	polar fraction	labeling	Unknown	AT0-S54-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S54-mass-spectrometry-Acquisition-R1	Unknown	AT0-S54-raw-spectral-data-file-R1
GRP3_SBJ2_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S54-Extract-R1	polar fraction	labeling	Unknown	AT0-S54-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S54-mass-spectrometry-Acquisition-R3	Unknown	AT0-S54-raw-spectral-data-file-R3
GRP3_SBJ2_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S54-Extract-R1	polar fraction	labeling	Unknown	AT0-S54-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S54-mass-spectrometry-Acquisition-R4	Unknown	AT0-S54-raw-spectral-data-file-R4
GRP3_SBJ2_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S54-Extract-R1	polar fraction	labeling	Unknown	AT0-S54-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S54-mass-spectrometry-Acquisition-R2	Unknown	AT0-S54-raw-spectral-data-file-R2
GRP3_SBJ2_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S59-Extract-R1	polar fraction	labeling	Unknown	AT0-S59-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S59-mass-spectrometry-Acquisition-R3	Unknown	AT0-S59-raw-spectral-data-file-R3
GRP3_SBJ2_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S59-Extract-R1	polar fraction	labeling	Unknown	AT0-S59-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S59-mass-spectrometry-Acquisition-R4	Unknown	AT0-S59-raw-spectral-data-file-R4
GRP3_SBJ2_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S59-Extract-R1	polar fraction	labeling	Unknown	AT0-S59-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S59-mass-spectrometry-Acquisition-R1	Unknown	AT0-S59-raw-spectral-data-file-R1
GRP3_SBJ2_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S59-Extract-R1	polar fraction	labeling	Unknown	AT0-S59-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S59-mass-spectrometry-Acquisition-R2	Unknown	AT0-S59-raw-spectral-data-file-R2
GRP3_SBJ2_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S64-Extract-R1	polar fraction	labeling	Unknown	AT0-S64-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S64-mass-spectrometry-Acquisition-R4	Unknown	AT0-S64-raw-spectral-data-file-R4
GRP3_SBJ2_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S64-Extract-R1	polar fraction	labeling	Unknown	AT0-S64-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S64-mass-spectrometry-Acquisition-R3	Unknown	AT0-S64-raw-spectral-data-file-R3
GRP3_SBJ2_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S64-Extract-R1	polar fraction	labeling	Unknown	AT0-S64-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S64-mass-spectrometry-Acquisition-R2	Unknown	AT0-S64-raw-spectral-data-file-R2
GRP3_SBJ2_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S64-Extract-R1	polar fraction	labeling	Unknown	AT0-S64-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S64-mass-spectrometry-Acquisition-R1	Unknown	AT0-S64-raw-spectral-data-file-R1
GRP3_SBJ2_A3E5_SMP-blood-1	extraction	Unknown	AT0-S72-Extract-R1	polar fraction	labeling	Unknown	AT0-S72-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S72-mass-spectrometry-Acquisition-R4	Unknown	AT0-S72-raw-spectral-data-file-R4
GRP3_SBJ2_A3E5_SMP-blood-1	extraction	Unknown	AT0-S72-Extract-R1	polar fraction	labeling	Unknown	AT0-S72-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S72-mass-spectrometry-Acquisition-R1	Unknown	AT0-S72-raw-spectral-data-file-R1
GRP3_SBJ2_A3E5_SMP-blood-1	extraction	Unknown	AT0-S72-Extract-R1	polar fraction	labeling	Unknown	AT0-S72-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S72-mass-spectrometry-Acquisition-R3	Unknown	AT0-S72-raw-spectral-data-file-R3
GRP3_SBJ2_A3E5_SMP-blood-1	extraction	Unknown	AT0-S72-Extract-R1	polar fraction	labeling	Unknown	AT0-S72-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S72-mass-spectrometry-Acquisition-R2	Unknown	AT0-S72-raw-spectral-data-file-R2
GRP3_SBJ2_A3E5_SMP-blood-2	extraction	Unknown	AT0-S73-Extract-R1	polar fraction	labeling	Unknown	AT0-S73-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S73-mass-spectrometry-Acquisition-R3	Unknown	AT0-S73-raw-spectral-data-file-R3
GRP3_SBJ2_A3E5_SMP-blood-2	extraction	Unknown	AT0-S73-Extract-R1	polar fraction	labeling	Unknown	AT0-S73-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S73-mass-spectrometry-Acquisition-R2	Unknown	AT0-S73-raw-spectral-data-file-R2
GRP3_SBJ2_A3E5_SMP-blood-2	extraction	Unknown	AT0-S73-Extract-R1	polar fraction	labeling	Unknown	AT0-S73-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S73-mass-spectrometry-Acquisition-R1	Unknown	AT0-S73-raw-spectral-data-file-R1
GRP3_SBJ2_A3E5_SMP-blood-2	extraction	Unknown	AT0-S73-Extract-R1	polar fraction	labeling	Unknown	AT0-S73-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S73-mass-spectrometry-Acquisition-R4	Unknown	AT0-S73-raw-spectral-data-file-R4
GRP3_SBJ2_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S79-Extract-R1	polar fraction	labeling	Unknown	AT0-S79-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S79-mass-spectrometry-Acquisition-R3	Unknown	AT0-S79-raw-spectral-data-file-R3
GRP3_SBJ2_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S79-Extract-R1	polar fraction	labeling	Unknown	AT0-S79-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S79-mass-spectrometry-Acquisition-R4	Unknown	AT0-S79-raw-spectral-data-file-R4
GRP3_SBJ2_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S79-Extract-R1	polar fraction	labeling	Unknown	AT0-S79-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S79-mass-spectrometry-Acquisition-R2	Unknown	AT0-S79-raw-spectral-data-file-R2
GRP3_SBJ2_A3E5_SMP-saliva-1	extraction	Unknown	AT0-S79-Extract-R1	polar fraction	labeling	Unknown	AT0-S79-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S79-mass-spectrometry-Acquisition-R1	Unknown	AT0-S79-raw-spectral-data-file-R1
GRP3_SBJ3_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S53-Extract-R1	polar fraction	labeling	Unknown	AT0-S53-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S53-mass-spectrometry-Acquisition-R3	Unknown	AT0-S53-raw-spectral-data-file-R3
GRP3_SBJ3_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S53-Extract-R1	polar fraction	labeling	Unknown	AT0-S53-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S53-mass-spectrometry-Acquisition-R1	Unknown	AT0-S53-raw-spectral-data-file-R1
GRP3_SBJ3_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S53-Extract-R1	polar fraction	labeling	Unknown	AT0-S53-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S53-mass-spectrometry-Acquisition-R4	Unknown	AT0-S53-raw-spectral-data-file-R4
GRP3_SBJ3_A3E0_SMP-saliva-1	extraction	Unknown	AT0-S53-Extract-R1	polar fraction	labeling	Unknown	AT0-S53-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S53-mass-spectrometry-Acquisition-R2	Unknown	AT0-S53-raw-spectral-data-file-R2
GRP3_SBJ3_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S58-Extract-R1	polar fraction	labeling	Unknown	AT0-S58-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S58-mass-spectrometry-Acquisition-R1	Unknown	AT0-S58-raw-spectral-data-file-R1
GRP3_SBJ3_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S58-Extract-R1	polar fraction	labeling	Unknown	AT0-S58-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S58-mass-spectrometry-Acquisition-R2	Unknown	AT0-S58-raw-spectral-data-file-R2
GRP3_SBJ3_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S58-Extract-R1	polar fraction	labeling	Unknown	AT0-S58-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S58-mass-spectrometry-Acquisition-R3	Unknown	AT0-S58-raw-spectral-data-file-R3
GRP3_SBJ3_A3E2_SMP-saliva-1	extraction	Unknown	AT0-S58-Extract-R1	polar fraction	labeling	Unknown	AT0-S58-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S58-mass-spectrometry-Acquisition-R4	Unknown	AT0-S58-raw-spectral-data-file-R4
GRP3_SBJ3_A3E4_SMP-saliva-1	extraction	Unknown	AT0-S63-Extract-R1	polar fraction	labeling	Unknown	AT0-S63-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S63-mass-spectrometry-Acquisition-R1	Unknown	AT0-S63-raw-spectral-data-file-R1
